time,v1,v2,v3,v4,v5,v6,,a1,a2,a3,a4,a5,a6,,q1,q2,q3,q4,q5,q6,
1.554,1.407469984,0.111551178,-0.419629521,-0.320672549,-2.48E-05,-7.41E-05,,-3.665191429,-0.29049033,1.092756891,0.835063123,6.46E-05,0.000192992,,0.943510085,-1.34116326,0.706970272,-2.230915049,-1.570847364,-0.00015256,
1.556,1.400139601,0.110970197,-0.417444007,-0.319002423,-2.47E-05,-7.37E-05,,-3.665191429,-0.29049033,1.092756892,0.835063123,6.46E-05,0.000192992,,0.946325025,-1.340940158,0.706131013,-2.231556394,-1.570847414,-0.000152708,
1.558,1.392809218,0.110389216,-0.415258494,-0.317332297,-2.45E-05,-7.33E-05,,-3.665191429,-0.29049033,1.092756892,0.835063123,6.46E-05,0.000192992,,0.949125304,-1.340718218,0.705296125,-2.232194398,-1.570847463,-0.000152856,
1.56,1.385478835,0.109808236,-0.41307298,-0.315662171,-2.44E-05,-7.30E-05,,-3.665191429,-0.29049033,1.092756891,0.835063122,6.46E-05,0.000192992,,0.951910923,-1.340497439,0.704465608,-2.232829063,-1.570847512,-0.000153003,
1.562,1.378148452,0.109227255,-0.410887466,-0.313992044,-2.43E-05,-7.26E-05,,-3.665191429,-0.29049033,1.092756891,0.835063123,6.46E-05,0.000192992,,0.95468188,-1.340277823,0.703639462,-2.233460387,-1.570847561,-0.000153148,
1.564,1.370818069,0.108646274,-0.408701952,-0.312321918,-2.41E-05,-7.22E-05,,-3.665191429,-0.29049033,1.092756892,0.835063122,6.46E-05,0.000192992,,0.957438177,-1.340059368,0.702817687,-2.234088372,-1.57084761,-0.000153294,
1.566,1.363487686,0.108065294,-0.406516438,-0.310651792,-2.40E-05,-7.18E-05,,-3.665191429,-0.29049033,1.092756891,0.835063123,6.46E-05,0.000192992,,0.960179813,-1.339842076,0.702000283,-2.234713015,-1.570847658,-0.000153438,
1.568,1.356157304,0.107484313,-0.404330925,-0.308981666,-2.39E-05,-7.14E-05,,-3.665191429,-0.29049033,1.092756892,0.835063122,6.46E-05,0.000192992,,0.962906789,-1.339625945,0.701187251,-2.235334319,-1.570847706,-0.000153582,
1.57,1.348826921,0.106903332,-0.402145411,-0.307311539,-2.38E-05,-7.10E-05,,-3.665191429,-0.29049033,1.092756891,0.835063123,6.46E-05,0.000192992,,0.965619103,-1.339410976,0.700378589,-2.235952282,-1.570847754,-0.000153724,
1.572,1.341496538,0.106322352,-0.399959897,-0.305641413,-2.36E-05,-7.06E-05,,-3.665191429,-0.29049033,1.092756892,0.835063123,6.46E-05,0.000192992,,0.968316757,-1.33919717,0.699574298,-2.236566905,-1.570847801,-0.000153866,
1.574,1.334166155,0.105741371,-0.397774383,-0.303971287,-2.35E-05,-7.03E-05,,-3.665191429,-0.29049033,1.092756892,0.835063123,6.46E-05,0.000192992,,0.97099975,-1.338984525,0.698774378,-2.237178188,-1.570847848,-0.000154008,
1.576,1.326835772,0.10516039,-0.395588869,-0.302301161,-2.34E-05,-6.99E-05,,-3.665191429,-0.29049033,1.092756891,0.835063123,6.46E-05,0.000192992,,0.973668082,-1.338773042,0.697978829,-2.237786131,-1.570847895,-0.000154148,
1.578,1.319505389,0.10457941,-0.393403356,-0.300631034,-2.32E-05,-6.95E-05,,-3.665191429,-0.29049033,1.092756892,0.835063123,6.46E-05,0.000192992,,0.976321754,-1.338562722,0.697187652,-2.238390733,-1.570847942,-0.000154288,
1.58,1.312175006,0.103998429,-0.391217842,-0.298960908,-2.31E-05,-6.91E-05,,-3.665191429,-0.29049033,1.092756891,0.835063122,6.46E-05,0.000192992,,0.978960765,-1.338353563,0.696400845,-2.238991995,-1.570847989,-0.000154427,
1.582,1.304844624,0.103417448,-0.389032328,-0.297290782,-2.30E-05,-6.87E-05,,-3.665191429,-0.29049033,1.092756892,0.835063123,6.46E-05,0.000192992,,0.981585115,-1.338145566,0.695618409,-2.239589917,-1.570848035,-0.000154565,
1.584,1.297514241,0.102836468,-0.386846814,-0.295620656,-2.29E-05,-6.83E-05,,-3.665191429,-0.29049033,1.092756892,0.835063123,6.46E-05,0.000192992,,0.984194804,-1.337938731,0.694840345,-2.240184499,-1.570848081,-0.000154703,
1.586,1.290183858,0.102255487,-0.384661301,-0.293950529,-2.27E-05,-6.79E-05,,-3.665191429,-0.29049033,1.092756891,0.835063122,6.46E-05,0.000192992,,0.986789833,-1.337733058,0.694066651,-2.24077574,-1.570848127,-0.000154839,
1.588,1.282853475,0.101674506,-0.382475787,-0.292280403,-2.26E-05,-6.75E-05,,-3.665191429,-0.29049033,1.092756892,0.835063123,6.46E-05,0.000192992,,0.9893702,-1.337528547,0.693297328,-2.241363641,-1.570848172,-0.000154975,
1.59,1.275523092,0.101093526,-0.380290273,-0.290610277,-2.25E-05,-6.72E-05,,-3.665191429,-0.29049033,1.092756891,0.835063122,6.46E-05,0.000192992,,0.991935907,-1.337325198,0.692532377,-2.241948202,-1.570848217,-0.00015511,
1.592,1.268192709,0.100512545,-0.378104759,-0.288940151,-2.23E-05,-6.68E-05,,-3.665191429,-0.29049033,1.092756892,0.835063123,6.46E-05,0.000192992,,0.994486953,-1.337123011,0.691771796,-2.242529422,-1.570848262,-0.000155244,
1.594,1.260862326,0.099931564,-0.375919245,-0.287270024,-2.22E-05,-6.64E-05,,-3.665191429,-0.29049033,1.092756892,0.835063123,6.46E-05,0.000192992,,0.997023339,-1.336921986,0.691015587,-2.243107303,-1.570848307,-0.000155378,
1.596,1.253531944,0.099350584,-0.373733732,-0.285599898,-2.21E-05,-6.60E-05,,-3.665191429,-0.29049033,1.092756891,0.835063122,6.46E-05,0.000192992,,0.999545063,-1.336722123,0.690263748,-2.243681843,-1.570848351,-0.000155511,
1.598,1.246201561,0.098769603,-0.371548218,-0.283929772,-2.20E-05,-6.56E-05,,-3.665191429,-0.29049033,1.092756892,0.835063123,6.46E-05,0.000192992,,1.002052127,-1.336523422,0.689516281,-2.244253042,-1.570848395,-0.000155643,
1.6,1.238871178,0.098188622,-0.369362704,-0.282259646,-2.18E-05,-6.52E-05,,-3.665191429,-0.29049033,1.092756892,0.835063123,6.46E-05,0.000192992,,1.00454453,-1.336325882,0.688773184,-2.244820902,-1.570848439,-0.000155774,
1.602,1.231540795,0.097607642,-0.36717719,-0.280589519,-2.17E-05,-6.48E-05,,-3.665191429,-0.29049033,1.092756891,0.835063122,6.46E-05,0.000192992,,1.007022273,-1.336129505,0.688034459,-2.245385421,-1.570848483,-0.000155904,
1.604,1.224210412,0.097026661,-0.364991677,-0.278919393,-2.16E-05,-6.45E-05,,-3.665191429,-0.29049033,1.092756892,0.835063123,6.46E-05,0.000192992,,1.009485354,-1.33593429,0.687300104,-2.2459466,-1.570848526,-0.000156034,
1.606,1.216880029,0.09644568,-0.362806163,-0.277249267,-2.14E-05,-6.41E-05,,-3.665191429,-0.29049033,1.092756891,0.835063122,6.46E-05,0.000192992,,1.011933775,-1.335740237,0.686570121,-2.246504439,-1.57084857,-0.000156163,
1.608,1.209549646,0.0958647,-0.360620649,-0.275579141,-2.13E-05,-6.37E-05,,-3.665191429,-0.29049033,1.092756892,0.835063123,6.46E-05,0.000192992,,1.014367535,-1.335547345,0.685844509,-2.247058938,-1.570848612,-0.000156291,
1.61,1.202219264,0.095283719,-0.358435135,-0.273909014,-2.12E-05,-6.33E-05,,-3.665191429,-0.29049033,1.092756892,0.835063122,6.46E-05,0.000192992,,1.016786635,-1.335355616,0.685123268,-2.247610096,-1.570848655,-0.000156419,
1.612,1.194888881,0.094702739,-0.356249621,-0.272238888,-2.10E-05,-6.29E-05,,-3.665191429,-0.29049033,1.092756891,0.835063123,6.46E-05,0.000192992,,1.019191073,-1.335165048,0.684406397,-2.248157914,-1.570848697,-0.000156545,
1.614,1.187558498,0.094121758,-0.354064108,-0.270568762,-2.09E-05,-6.25E-05,,-3.665191429,-0.29049033,1.092756892,0.835063122,6.46E-05,0.000192992,,1.021580851,-1.334975643,0.683693898,-2.248702392,-1.570848739,-0.000156671,
1.616,1.180228115,0.093540777,-0.351878594,-0.268898636,-2.08E-05,-6.21E-05,,-3.665191429,-0.29049033,1.092756891,0.835063123,6.46E-05,0.000192992,,1.023955968,-1.334787399,0.68298577,-2.249243529,-1.570848781,-0.000156796,
1.618,1.172897732,0.092959797,-0.34969308,-0.267228509,-2.07E-05,-6.18E-05,,-3.665191429,-0.29049033,1.092756892,0.835063123,6.46E-05,0.000192992,,1.026316424,-1.334600318,0.682282013,-2.249781326,-1.570848823,-0.00015692,
1.62,1.165567349,0.092378816,-0.347507566,-0.265558383,-2.05E-05,-6.14E-05,,-3.665191429,-0.29049033,1.092756892,0.835063123,6.46E-05,0.000192992,,1.02866222,-1.334414398,0.681582626,-2.250315783,-1.570848864,-0.000157044,
1.622,1.158236966,0.091797835,-0.345322052,-0.263888257,-2.04E-05,-6.10E-05,,-3.665191429,-0.29049033,1.092756891,0.835063122,6.46E-05,0.000192992,,1.030993354,-1.334229641,0.680887611,-2.2508469,-1.570848905,-0.000157167,
1.624,1.150906583,0.091216855,-0.343136539,-0.262218131,-2.03E-05,-6.06E-05,,-3.665191429,-0.29049033,1.092756891,0.835063123,6.46E-05,0.000192992,,1.033309828,-1.334046045,0.680196967,-2.251374677,-1.570848946,-0.000157289,
1.626,1.143576201,0.090635874,-0.340951025,-0.260548004,-2.01E-05,-6.02E-05,,-3.665191429,-0.29049033,1.092756892,0.835063123,6.46E-05,0.000192992,,1.035611641,-1.333863611,0.679510694,-2.251899113,-1.570848987,-0.00015741,
1.628,1.136245818,0.090054893,-0.338765511,-0.258877878,-2.00E-05,-5.98E-05,,-3.665191429,-0.29049033,1.092756891,0.835063122,6.46E-05,0.000192992,,1.037898794,-1.333682339,0.678828792,-2.252420209,-1.570849027,-0.00015753,
1.63,1.128915435,0.089473913,-0.336579997,-0.257207752,-1.99E-05,-5.94E-05,,-3.665191429,-0.29049033,1.092756892,0.835063122,6.46E-05,0.000192992,,1.040171285,-1.33350223,0.678151261,-2.252937965,-1.570849067,-0.00015765,
1.632,1.121585052,0.088892932,-0.334394484,-0.255537626,-1.98E-05,-5.91E-05,,-3.665191429,-0.29049033,1.092756891,0.835063123,6.46E-05,0.000192992,,1.042429116,-1.333323282,0.677478101,-2.25345238,-1.570849107,-0.000157769,
1.634,1.114254669,0.088311951,-0.33220897,-0.2538675,-1.96E-05,-5.87E-05,,-3.665191429,-0.29049033,1.092756892,0.835063123,6.46E-05,0.000192992,,1.044672286,-1.333145496,0.676809312,-2.253963456,-1.570849146,-0.000157887,
1.636,1.106924286,0.087730971,-0.330023456,-0.252197373,-1.95E-05,-5.83E-05,,-3.665191429,-0.29049033,1.092756891,0.835063123,6.46E-05,0.000192992,,1.046900796,-1.332968872,0.676144894,-2.254471191,-1.570849186,-0.000158004,
1.638,1.099593903,0.08714999,-0.327837942,-0.250527247,-1.94E-05,-5.79E-05,,-3.665191429,-0.29049033,1.092756892,0.835063123,6.46E-05,0.000192992,,1.049114644,-1.33279341,0.675484847,-2.254975585,-1.570849225,-0.000158121,
1.64,1.092263521,0.086569009,-0.325652428,-0.248857121,-1.92E-05,-5.75E-05,,-3.665191429,-0.29049033,1.092756891,0.835063122,6.46E-05,0.000192992,,1.051313832,-1.33261911,0.674829171,-2.25547664,-1.570849263,-0.000158237,
1.642,1.084933138,0.085988029,-0.323466915,-0.247186995,-1.91E-05,-5.71E-05,,-3.665191429,-0.29049033,1.092756892,0.835063123,6.46E-05,0.000192992,,1.053498359,-1.332445972,0.674177867,-2.255974354,-1.570849302,-0.000158352,
1.644,1.077602755,0.085407048,-0.321281401,-0.245516868,-1.90E-05,-5.67E-05,,-3.665191429,-0.29049033,1.092756891,0.835063123,6.46E-05,0.000192992,,1.055668225,-1.332273996,0.673530933,-2.256468728,-1.57084934,-0.000158466,
1.646,1.070272372,0.084826067,-0.319095887,-0.243846742,-1.89E-05,-5.64E-05,,-3.665191429,-0.29049033,1.092756892,0.835063122,6.46E-05,0.000192992,,1.057823431,-1.332103182,0.67288837,-2.256959762,-1.570849378,-0.000158579,
1.648,1.062941989,0.084245087,-0.316910373,-0.242176616,-1.87E-05,-5.60E-05,,-3.665191429,-0.29049033,1.092756891,0.835063123,6.46E-05,0.000192992,,1.059963976,-1.33193353,0.672250178,-2.257447455,-1.570849416,-0.000158692,
1.65,1.055611606,0.083664106,-0.314724859,-0.24050649,-1.86E-05,-5.56E-05,,-3.665191429,-0.29049033,1.092756892,0.835063123,6.46E-05,0.000192992,,1.06208986,-1.33176504,0.671616357,-2.257931808,-1.570849453,-0.000158804,
1.652,1.048281223,0.083083125,-0.312539346,-0.238836363,-1.85E-05,-5.52E-05,,-3.665191429,-0.29049033,1.092756891,0.835063122,6.46E-05,0.000192992,,1.064201083,-1.331597711,0.670986908,-2.258412821,-1.57084949,-0.000158915,
1.654,1.040950841,0.082502145,-0.310353832,-0.237166237,-1.83E-05,-5.48E-05,,-3.665191429,-0.29049033,1.092756892,0.835063123,6.46E-05,0.000192992,,1.066297645,-1.331431545,0.670361829,-2.258890494,-1.570849527,-0.000159026,
1.656,1.033620458,0.081921164,-0.308168318,-0.235496111,-1.82E-05,-5.44E-05,,-3.665191429,-0.29049033,1.092756892,0.835063123,6.46E-05,0.000192992,,1.068379547,-1.331266541,0.669741121,-2.259364827,-1.570849564,-0.000159135,
1.658,1.026290075,0.081340183,-0.305982804,-0.233825985,-1.81E-05,-5.40E-05,,-3.665191429,-0.29049033,1.092756891,0.835063122,6.46E-05,0.000192992,,1.070446788,-1.331102699,0.669124785,-2.259835819,-1.5708496,-0.000159244,
1.66,1.018959692,0.080759203,-0.303797291,-0.232155858,-1.79E-05,-5.37E-05,,-3.665191429,-0.29049033,1.092756891,0.835063123,6.46E-05,0.000192992,,1.072499368,-1.330940018,0.668512819,-2.260303471,-1.570849636,-0.000159352,
1.662,1.011629309,0.080178222,-0.301611777,-0.230485732,-1.78E-05,-5.33E-05,,-3.665191429,-0.29049033,1.092756892,0.835063123,6.46E-05,0.000192992,,1.074537287,-1.3307785,0.667905224,-2.260767783,-1.570849672,-0.00015946,
1.664,1.004298926,0.079597241,-0.299426263,-0.228815606,-1.77E-05,-5.29E-05,,-3.665191429,-0.29049033,1.092756892,0.835063122,6.46E-05,0.000192992,,1.076560546,-1.330618143,0.667302001,-2.261228754,-1.570849708,-0.000159566,
1.666,0.996968543,0.079016261,-0.297240749,-0.22714548,-1.76E-05,-5.25E-05,,-3.665191429,-0.29049033,1.092756891,0.835063123,6.46E-05,0.000192992,,1.078569144,-1.330458949,0.666703148,-2.261686385,-1.570849743,-0.000159672,
1.668,0.989638161,0.07843528,-0.295055235,-0.225475353,-1.74E-05,-5.21E-05,,-3.665191429,-0.29049033,1.092756892,0.835063122,6.46E-05,0.000192992,,1.080563081,-1.330300916,0.666108667,-2.262140676,-1.570849778,-0.000159777,
1.67,0.982307778,0.077854299,-0.292869722,-0.223805227,-1.73E-05,-5.17E-05,,-3.665191429,-0.29049033,1.092756891,0.835063123,6.46E-05,0.000192992,,1.082542357,-1.330144046,0.665518556,-2.262591627,-1.570849813,-0.000159881,
1.672,0.974977395,0.077273319,-0.290684208,-0.222135101,-1.72E-05,-5.13E-05,,-3.665191429,-0.29049033,1.092756892,0.835063123,6.46E-05,0.000192992,,1.084506973,-1.329988337,0.664932817,-2.263039237,-1.570849848,-0.000159984,
1.674,0.967647012,0.076692338,-0.288498694,-0.220464975,-1.70E-05,-5.10E-05,,-3.665191429,-0.29049033,1.092756891,0.835063122,6.46E-05,0.000192992,,1.086456928,-1.329833791,0.664351449,-2.263483508,-1.570849882,-0.000160087,
1.676,0.960316629,0.076111357,-0.28631318,-0.218794848,-1.69E-05,-5.06E-05,,-3.665191429,-0.29049033,1.092756891,0.835063123,6.46E-05,0.000192992,,1.088392222,-1.329680406,0.663774451,-2.263924438,-1.570849916,-0.000160189,
1.678,0.952986246,0.075530377,-0.284127667,-0.217124722,-1.68E-05,-5.02E-05,,-3.665191429,-0.29049033,1.092756892,0.835063122,6.46E-05,0.000192992,,1.090312855,-1.329528183,0.663201825,-2.264362027,-1.57084995,-0.00016029,
1.68,0.945655863,0.074949396,-0.281942153,-0.215454596,-1.67E-05,-4.98E-05,,-3.665191429,-0.29049033,1.092756891,0.835063123,6.46E-05,0.000192992,,1.092218827,-1.329377122,0.662633569,-2.264796277,-1.570849984,-0.000160391,
1.682,0.938325481,0.074368415,-0.279756639,-0.21378447,-1.65E-05,-4.94E-05,,-3.665191429,-0.29049033,1.092756892,0.835063122,6.46E-05,0.000192992,,1.094110139,-1.329227224,0.662069685,-2.265227186,-1.570850017,-0.00016049,
1.684,0.930995098,0.073787435,-0.277571125,-0.212114343,-1.64E-05,-4.90E-05,,-3.665191429,-0.29049033,1.092756891,0.835063122,6.46E-05,0.000192992,,1.09598679,-1.329078487,0.661510172,-2.265654755,-1.57085005,-0.000160589,
1.686,0.923664715,0.073206454,-0.275385611,-0.210444217,-1.63E-05,-4.86E-05,,-3.665191429,-0.29049033,1.092756892,0.835063123,6.46E-05,0.000192992,,1.09784878,-1.328930912,0.66095503,-2.266078983,-1.570850083,-0.000160687,
1.688,0.916334332,0.072625473,-0.273200098,-0.208774091,-1.61E-05,-4.82E-05,,-3.665191429,-0.29049033,1.092756892,0.835063123,6.46E-05,0.000192992,,1.09969611,-1.328784499,0.660404258,-2.266499872,-1.570850116,-0.000160784,
1.69,0.909003949,0.072044493,-0.271014584,-0.207103965,-1.60E-05,-4.79E-05,,-3.665191429,-0.29049033,1.092756892,0.835063123,6.46E-05,0.000192992,,1.101528778,-1.328639248,0.659857858,-2.26691742,-1.570850148,-0.000160881,
1.692,0.901673566,0.071463512,-0.26882907,-0.205433838,-1.59E-05,-4.75E-05,,-3.665191429,-0.29049033,1.092756891,0.835063122,6.46E-05,0.000192992,,1.103346786,-1.328495159,0.659315829,-2.267331628,-1.57085018,-0.000160976,
1.694,0.894343183,0.070882531,-0.266643556,-0.203763712,-1.58E-05,-4.71E-05,,-3.665191429,-0.29049033,1.092756891,0.835063123,6.46E-05,0.000192992,,1.105150133,-1.328352232,0.658778171,-2.267742496,-1.570850212,-0.000161071,
1.696,0.887012801,0.070301551,-0.264458042,-0.202093586,-1.56E-05,-4.67E-05,,-3.665191429,-0.29049033,1.092756892,0.835063122,6.46E-05,0.000192992,,1.10693882,-1.328210467,0.658244884,-2.268150023,-1.570850243,-0.000161166,
1.698,0.879682418,0.06972057,-0.262272529,-0.20042346,-1.55E-05,-4.63E-05,,-3.665191429,-0.29049033,1.092756891,0.835063123,6.46E-05,0.000192992,,1.108712845,-1.328069864,0.657715968,-2.26855421,-1.570850274,-0.000161259,
1.7,0.872352035,0.069139589,-0.260087015,-0.198753333,-1.54E-05,-4.59E-05,,-3.665191429,-0.29049033,1.092756891,0.835063123,6.46E-05,0.000192992,,1.11047221,-1.327930423,0.657191423,-2.268955057,-1.570850305,-0.000161352,
1.702,0.865021652,0.068558609,-0.257901501,-0.197083207,-1.52E-05,-4.55E-05,,-3.665191429,-0.29049033,1.092756892,0.835063122,6.46E-05,0.000192992,,1.112216914,-1.327792144,0.656671249,-2.269352564,-1.570850336,-0.000161444,
1.704,0.857691269,0.067977628,-0.255715987,-0.195413081,-1.51E-05,-4.52E-05,,-3.665191429,-0.29049033,1.092756891,0.835063123,6.46E-05,0.000192992,,1.113946958,-1.327655026,0.656155446,-2.26974673,-1.570850367,-0.000161535,
1.706,0.850360886,0.067396647,-0.253530474,-0.193742955,-1.50E-05,-4.48E-05,,-3.665191429,-0.29049033,1.092756891,0.835063123,6.46E-05,0.000192992,,1.11566234,-1.327519071,0.655644014,-2.270137556,-1.570850397,-0.000161625,
1.708,0.843030503,0.066815667,-0.25134496,-0.192072828,-1.49E-05,-4.44E-05,,-3.665191429,-0.29049033,1.092756892,0.835063123,6.46E-05,0.000192992,,1.117363062,-1.327384278,0.655136953,-2.270525042,-1.570850427,-0.000161715,
1.71,0.835700121,0.066234686,-0.249159446,-0.190402702,-1.47E-05,-4.40E-05,,-3.665191429,-0.29049033,1.092756891,0.835063123,6.46E-05,0.000192992,,1.119049123,-1.327250647,0.654634263,-2.270909188,-1.570850456,-0.000161803,
1.712,0.828369738,0.065653705,-0.246973932,-0.188732576,-1.46E-05,-4.36E-05,,-3.665191429,-0.29049033,1.092756891,0.835063123,6.46E-05,0.000192992,,1.120720523,-1.327118177,0.654135944,-2.271289993,-1.570850486,-0.000161891,
1.714,0.821039355,0.065072725,-0.244788418,-0.18706245,-1.45E-05,-4.32E-05,,-3.665191429,-0.29049033,1.092756892,0.835063123,6.46E-05,0.000192992,,1.122377263,-1.32698687,0.653641996,-2.271667459,-1.570850515,-0.000161979,
1.716,0.813708972,0.064491744,-0.242602905,-0.185392323,-1.43E-05,-4.28E-05,,-3.665191429,-0.29049033,1.092756892,0.835063122,6.46E-05,0.000192992,,1.124019341,-1.326856724,0.653152419,-2.272041583,-1.570850544,-0.000162065,
1.718,0.806378589,0.063910764,-0.240417391,-0.183722197,-1.42E-05,-4.25E-05,,-3.665191429,-0.29049033,1.092756892,0.835063123,6.46E-05,0.000192992,,1.125646759,-1.326727741,0.652667213,-2.272412368,-1.570850573,-0.000162151,
1.72,0.799048206,0.063329783,-0.238231877,-0.182052071,-1.41E-05,-4.21E-05,,-3.665191429,-0.29049033,1.092756891,0.835063122,6.46E-05,0.000192992,,1.127259516,-1.326599919,0.652186379,-2.272779813,-1.570850601,-0.000162236,
1.722,0.791717823,0.062748802,-0.236046363,-0.180381945,-1.39E-05,-4.17E-05,,-3.665191429,-0.29049033,1.092756892,0.835063123,6.46E-05,0.000192992,,1.128857613,-1.32647326,0.651709915,-2.273143917,-1.570850629,-0.00016232,
1.724,0.784387441,0.062167822,-0.23386085,-0.178711818,-1.38E-05,-4.13E-05,,-3.665191429,-0.29049033,1.092756891,0.835063123,6.46E-05,0.000192992,,1.130441049,-1.326347762,0.651237822,-2.273504681,-1.570850657,-0.000162403,
1.726,0.777057058,0.061586841,-0.231675336,-0.177041692,-1.37E-05,-4.09E-05,,-3.665191429,-0.29049033,1.092756892,0.835063122,6.46E-05,0.000192992,,1.132009823,-1.326223426,0.6507701,-2.273862104,-1.570850685,-0.000162486,
1.728,0.769726675,0.06100586,-0.229489822,-0.175371566,-1.36E-05,-4.05E-05,,-3.665191429,-0.29049033,1.092756892,0.835063123,6.46E-05,0.000192992,,1.133563938,-1.326100253,0.65030675,-2.274216188,-1.570850712,-0.000162568,
1.73,0.762396292,0.06042488,-0.227304308,-0.17370144,-1.34E-05,-4.01E-05,,-3.665191429,-0.29049033,1.092756891,0.835063122,6.46E-05,0.000192992,,1.135103391,-1.325978241,0.64984777,-2.274566931,-1.570850739,-0.000162649,
1.732,0.755065909,0.059843899,-0.225118794,-0.172031314,-1.33E-05,-3.98E-05,,-3.665191429,-0.29049033,1.092756892,0.835063123,6.46E-05,0.000192992,,1.136628183,-1.325857391,0.649393161,-2.274914334,-1.570850766,-0.000162729,
1.734,0.747735526,0.059262918,-0.222933281,-0.170361187,-1.32E-05,-3.94E-05,,-3.665191429,-0.29049033,1.092756891,0.835063122,6.46E-05,0.000192992,,1.138138315,-1.325737703,0.648942924,-2.275258396,-1.570850793,-0.000162808,
1.736,0.740405143,0.058681938,-0.220747767,-0.168691061,-1.30E-05,-3.90E-05,,-3.665191429,-0.29049033,1.092756892,0.835063123,6.46E-05,0.000192992,,1.139633786,-1.325619178,0.648497057,-2.275599119,-1.570850819,-0.000162887,
1.738,0.733074761,0.058100957,-0.218562253,-0.167020935,-1.29E-05,-3.86E-05,,-3.665191429,-0.29049033,1.092756891,0.835063123,6.46E-05,0.000192992,,1.141114597,-1.325501814,0.648055562,-2.275936501,-1.570850845,-0.000162965,
1.74,0.725744378,0.057519976,-0.216376739,-0.165350809,-1.28E-05,-3.82E-05,,-3.665191429,-0.29049033,1.092756891,0.835063123,6.46E-05,0.000192992,,1.142580746,-1.325385612,0.647618437,-2.276270543,-1.570850871,-0.000163042,
1.742,0.718413995,0.056938996,-0.214191225,-0.163680682,-1.27E-05,-3.78E-05,,-3.665191429,-0.29049033,1.092756892,0.835063123,6.46E-05,0.000192992,,1.144032235,-1.325270572,0.647185684,-2.276601244,-1.570850897,-0.000163119,
1.744,0.711083612,0.056358015,-0.212005712,-0.162010556,-1.25E-05,-3.74E-05,,-3.665191429,-0.29049033,1.092756892,0.835063122,6.46E-05,0.000192992,,1.145469063,-1.325156694,0.646757301,-2.276928606,-1.570850922,-0.000163194,
1.746,0.703753229,0.055777034,-0.209820198,-0.16034043,-1.24E-05,-3.71E-05,,-3.665191429,-0.29049033,1.092756891,0.835063123,6.46E-05,0.000192992,,1.14689123,-1.325043978,0.64633329,-2.277252627,-1.570850947,-0.000163269,
1.748,0.696422846,0.055196054,-0.207634684,-0.158670304,-1.23E-05,-3.67E-05,,-3.665191429,-0.29049033,1.092756892,0.835063123,6.46E-05,0.000192992,,1.148298737,-1.324932424,0.64591365,-2.277573308,-1.570850972,-0.000163343,
1.75,0.689092463,0.054615073,-0.20544917,-0.157000177,-1.21E-05,-3.63E-05,,-3.665191429,-0.29049033,1.092756892,0.835063123,6.46E-05,0.000192992,,1.149691582,-1.324822032,0.64549838,-2.277890648,-1.570850996,-0.000163417,
1.752,0.681762081,0.054034092,-0.203263657,-0.155330051,-1.20E-05,-3.59E-05,,-3.665191429,-0.29049033,1.092756892,0.835063122,6.46E-05,0.000192992,,1.151069767,-1.324712802,0.645087482,-2.278204648,-1.57085102,-0.000163489,
1.754,0.674431698,0.053453112,-0.201078143,-0.153659925,-1.19E-05,-3.55E-05,,-3.665191429,-0.29049033,1.092756891,0.835063123,6.46E-05,0.000192992,,1.152433291,-1.324604733,0.644680955,-2.278515309,-1.570851044,-0.000163561,
1.756,0.667101315,0.052872131,-0.198892629,-0.151989799,-1.18E-05,-3.51E-05,,-3.665191429,-0.29049033,1.092756892,0.835063123,6.46E-05,0.000192992,,1.153782155,-1.324497827,0.644278798,-2.278822628,-1.570851068,-0.000163632,
1.758,0.659770932,0.05229115,-0.196707115,-0.150319672,-1.16E-05,-3.47E-05,,-3.665191429,-0.29049033,1.092756891,0.835063122,6.46E-05,0.000192992,,1.155116357,-1.324392083,0.643881013,-2.279126608,-1.570851092,-0.000163702,
1.76,0.652440549,0.05171017,-0.194521601,-0.148649546,-1.15E-05,-3.44E-05,,-3.665191429,-0.29049033,1.092756892,0.835063123,6.46E-05,0.000192992,,1.156435899,-1.324287501,0.643487599,-2.279427247,-1.570851115,-0.000163772,
1.762,0.645110166,0.051129189,-0.192336088,-0.14697942,-1.14E-05,-3.40E-05,,-3.665191429,-0.29049033,1.092756891,0.835063122,6.46E-05,0.000192992,,1.15774078,-1.32418408,0.643098556,-2.279724546,-1.570851138,-0.000163841,
1.764,0.637779783,0.050548208,-0.190150574,-0.145309294,-1.12E-05,-3.36E-05,,-3.665191429,-0.29049033,1.092756892,0.835063123,6.46E-05,0.000192992,,1.159031001,-1.324081822,0.642713883,-2.280018505,-1.570851161,-0.000163909,
1.766,0.630449401,0.049967228,-0.18796506,-0.143639167,-1.11E-05,-3.32E-05,,-3.665191429,-0.29049033,1.092756891,0.835063123,6.46E-05,0.000192992,,1.16030656,-1.323980725,0.642333582,-2.280309124,-1.570851183,-0.000163976,
1.768,0.623119018,0.049386247,-0.185779546,-0.141969041,-1.10E-05,-3.28E-05,,-3.665191429,-0.29049033,1.092756892,0.835063123,6.46E-05,0.000192992,,1.161567459,-1.323880791,0.641957652,-2.280596402,-1.570851205,-0.000164042,
